DexID,Pokemon,Move1_Level,Move1_Name,Move2_Level,Move2_Name,Move3_Level,Move3_Name,Move4_Level,Move4_Name,Move5_Level,Move5_Name,Move6_Level,Move6_Name,Move7_Level,Move7_Name,Move8_Level,Move8_Name,Move9_Level,Move9_Name,Move10_Level,Move10_Name,Move11_Level,Move11_Name,Move12_Level,Move12_Name,Move13_Level,Move13_Name,Move14_Level,Move14_Name,Move15_Level,Move15_Name,Move16_Level,Move16_Name,Move17_Level,Move17_Name,Move18_Level,Move18_Name,Move19_Level,Move19_Name,Move20_Level,Move20_Name,Move21_Level,Move21_Name,Move22_Level,Move22_Name,Move23_Level,Move23_Name,Move24_Level,Move24_Name,Move25_Level,Move25_Name,Move26_Level,Move26_Name
234,RHYMARKABL,1,STOMP,1,HORN ATTACK,1,FURY ATTACK,1,TAIL WHIP,10,STOMP,15,FURY ATTACK,20,METAL CLAW,24,SCARY FACE,29,ROCK BLAST,35,MAGNITUDE,38,HORN DRILL,42,ROCK SLIDE,46,TAKE DOWN,52,CRUSH CLAW,58,EARTHQUAKE,60,CURSE,,,,,,,,,,,,,,,,,,,,
235,RHYLIC,1,STOMP,1,HORN ATTACK,1,FURY ATTACK,1,TAIL WHIP,10,STOMP,15,FURY ATTACK,20,METAL CLAW,24,SCARY FACE,29,ROCK BLAST,35,MAGNITUDE,38,HORN DRILL,42,ROCK SLIDE,46,TAKE DOWN,52,CRUSH CLAW,58,EARTHQUAKE,60,CURSE,62,MEGAHORN,66,IRON HEAD,70,DRAGON CLAW,,,,,,,,,,,,,,
236,RHYBORN,1,POUND,1,GROWL,5,TAIL WHIP,9,REFRESH,13,SOFTBOILED,17,DOUBLESLAP,23,MINIMIZE,29,SING,35,EGG BOMB,41,DEFENSE CURL,49,LIGHT SCREEN,54,DOUBLE-EDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,CHANSEY,1,POUND,1,GROWL,5,TAIL WHIP,9,REFRESH,13,SOFTBOILED,17,DOUBLESLAP,23,MINIMIZE,29,SING,35,EGG BOMB,41,DEFENSE CURL,49,LIGHT SCREEN,54,DOUBLE-EDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,BLISSEY,1,POUND,1,GROWL,5,TAIL WHIP,9,REFRESH,13,SOFTBOILED,17,DOUBLESLAP,23,MINIMIZE,29,SING,35,EGG BOMB,41,DEFENSE CURL,49,LIGHT SCREEN,54,DOUBLE-EDGE,58,RECOVER,,,,,,,,,,,,,,,,,,,,,,,,,,
239,GOGETTEY,1,POUND,1,GROWL,5,TAIL WHIP,9,REFRESH,13,SOFTBOILED,17,DOUBLESLAP,23,MINIMIZE,29,SING,35,EGG BOMB,41,DEFENSE CURL,49,LIGHT SCREEN,54,DOUBLE-EDGE,58,RECOVER,,,,,,,,,,,,,,,,,,,,,,,,,,
240,LUKKEY,1,POUND,1,GROWL,5,TAIL WHIP,9,REFRESH,13,SOFTBOILED,17,DOUBLESLAP,23,MINIMIZE,29,SING,35,EGG BOMB,41,DEFENSE CURL,49,LIGHT SCREEN,54,DOUBLE-EDGE,58,RECOVER,68,DRAGON PULSE,72,EXPLOSION,,,,,,,,,,,,,,,,,,,,,,
241,FORTUNITEY,1,CONSTRICT,1,INGRAIN,4,SLEEP POWDER,10,ABSORB,13,GROWTH,19,POISONPOWDER,22,VINE WHIP,28,BIND,31,MEGA DRAIN,37,STUN SPORE,40,SLAM,46,TICKLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,TANGELA,1,DEFENSE CURL,1,CONSTRICT,1,INGRAIN,4,SLEEP POWDER,10,ABSORB,13,GROWTH,19,POISONPOWDER,22,VINE WHIP,28,BIND,31,MEGA DRAIN,37,STUN SPORE,40,SLAM,46,TICKLE,68,SYNTHESIS,,,,,,,,,,,,,,,,,,,,,,,,
243,TANGROWTH,1,LOW KICK,1,QUICK ATTACK,1,DEFENSE CURL,1,CONSTRICT,1,INGRAIN,4,SLEEP POWDER,10,ABSORB,13,GROWTH,19,POISONPOWDER,22,VINE WHIP,28,BIND,31,MEGA DRAIN,37,STUN SPORE,40,SLAM,46,TICKLE,50,FIRE PUNCH,50,ICE PUNCH,50,THUNDERPUNCH,52,NEEDLE ARM,56,SEISMIC TOSS,60,DIZZY PUNCH,68,SYNTHESIS,75,REVENGE,,,,,,
244,TANGATHER,1,LOW KICK,1,QUICK ATTACK,1,DEFENSE CURL,1,CONSTRICT,1,INGRAIN,4,SLEEP POWDER,10,ABSORB,13,GROWTH,19,POISONPOWDER,22,VINE WHIP,28,BIND,31,MEGA DRAIN,37,STUN SPORE,40,SLAM,46,TICKLE,50,FIRE PUNCH,50,ICE PUNCH,50,THUNDERPUNCH,52,NEEDLE ARM,56,SEISMIC TOSS,60,DIZZY PUNCH,68,SYNTHESIS,75,REVENGE,,,,,,
245,TANGOLIATH,1,LOW KICK,1,QUICK ATTACK,1,DEFENSE CURL,1,CONSTRICT,1,INGRAIN,4,SLEEP POWDER,10,ABSORB,13,GROWTH,19,POISONPOWDER,22,VINE WHIP,28,BIND,31,MEGA DRAIN,37,STUN SPORE,40,SLAM,46,TICKLE,50,FIRE PUNCH,50,ICE PUNCH,50,THUNDERPUNCH,52,NEEDLE ARM,56,SEISMIC TOSS,60,DIZZY PUNCH,65,MACH PUNCH,68,SYNTHESIS,75,REVENGE,,,,
246,TANGRAPPLE,1,TACKLE,1,LEER,5,FAKE TEARS,9,COMET PUNCH,13,TAIL WHIP,16,BITE,25,DIZZY PUNCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,KANGAKID,1,COMET PUNCH,1,TACKLE,1,LEER,7,BITE,13,TAIL WHIP,19,FAKE OUT,25,MEGA PUNCH,31,RAGE,37,ENDURE,43,DIZZY PUNCH,49,REVERSAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,KANGASKHAN,1,COMET PUNCH,1,TACKLE,1,LEER,7,BITE,13,TAIL WHIP,19,FAKE OUT,25,MEGA PUNCH,31,RAGE,37,ENDURE,40,BONE CLUB,43,DIZZY PUNCH,49,REVERSAL,54,BRICK BREAK,56,BULK UP,60,EARTHQUAKE,66,NIGHT SLASH,70,SUPERPOWER,,,,,,,,,,,,,,,,,,
249,KANGALLOUS,1,COMET PUNCH,1,TACKLE,1,LEER,7,BITE,13,TAIL WHIP,19,FAKE OUT,25,MEGA PUNCH,31,RAGE,37,ENDURE,40,BONE CLUB,43,DIZZY PUNCH,49,REVERSAL,54,BRICK BREAK,56,BULK UP,60,EARTHQUAKE,66,NIGHT SLASH,70,SUPERPOWER,,,,,,,,,,,,,,,,,,
250,KANGARUTAL,1,BUBBLE,8,SMOKESCREEN,15,LEER,22,WATER GUN,29,TWISTER,36,AGILITY,43,HYDRO PUMP,50,DRAGON DANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,HORSEA,1,LEER,1,WATER GUN,1,DRAGON RAGE,1,SMOKESCREEN,1,BUBBLE,1,WHIRLPOOL,8,SMOKESCREEN,15,LEER,22,WATER GUN,29,TWISTER,32,AGILITY,35,HYDRO PUMP,42,DRAGON DANCE,48,DRAGONBREATH,70,WATER SPOUT,,,,,,,,,,,,,,,,,,,,,,
252,SEADRA,1,LEER,1,WATER GUN,1,DRAGON RAGE,1,SMOKESCREEN,1,BUBBLE,1,WHIRLPOOL,8,SMOKESCREEN,15,LEER,22,WATER GUN,29,TWISTER,32,AGILITY,35,HYDRO PUMP,37,DRAGONBREATH,42,DRAGON DANCE,48,WATERFALL,50,DRAGON CLAW,70,WATER SPOUT,,,,,,,,,,,,,,,,,,
253,KINGDRA,1,LEER,1,WATER GUN,1,DRAGON RAGE,1,SMOKESCREEN,1,BUBBLE,1,WHIRLPOOL,8,SMOKESCREEN,15,LEER,22,WATER GUN,29,TWISTER,32,AGILITY,35,HYDRO PUMP,37,DRAGONBREATH,42,DRAGON DANCE,48,WATERFALL,50,DRAGON CLAW,70,WATER SPOUT,,,,,,,,,,,,,,,,,,
254,LORDRA,1,LEER,1,WATER GUN,1,DRAGON RAGE,1,SMOKESCREEN,1,BUBBLE,1,WHIRLPOOL,8,SMOKESCREEN,15,LEER,22,WATER GUN,29,TWISTER,32,AGILITY,35,HYDRO PUMP,37,DRAGONBREATH,42,DRAGON DANCE,48,WATERFALL,50,DRAGON CLAW,70,WATER SPOUT,,,,,,,,,,,,,,,,,,
255,PINNADRA,1,TAIL WHIP,1,PECK,1,WATER SPORT,10,SUPERSONIC,15,HORN ATTACK,24,FLAIL,29,FURY ATTACK,38,WATERFALL,43,HORN DRILL,52,AGILITY,57,MEGAHORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,GOLDEEN,1,TAIL WHIP,1,BITE,1,SUPERSONIC,1,PECK,1,WATER SPORT,10,SUPERSONIC,15,HORN ATTACK,24,FLAIL,29,FURY ATTACK,38,SLACK OFF,41,WATERFALL,49,HORN DRILL,55,ICE FANG,59,AGILITY,64,MEGAHORN,,,,,,,,,,,,,,,,,,,,,,
257,SEAKING,1,TAIL WHIP,1,BITE,1,SUPERSONIC,1,PECK,1,KNOCK OFF,1,FAKE TEARS,1,WATER SPORT,10,SUPERSONIC,15,HORN ATTACK,24,FLAIL,29,FURY ATTACK,38,SLACK OFF,41,WATERFALL,45,HORN DRILL,49,TAUNT,53,FLATTER,55,ICE FANG,59,AGILITY,64,MEGAHORN,68,REVENGE,,,,,,,,,,,,
258,SEAREX,1,TAIL WHIP,1,BITE,1,SUPERSONIC,1,PECK,1,KNOCK OFF,1,FAKE TEARS,1,WATER SPORT,10,SUPERSONIC,15,HORN ATTACK,24,FLAIL,29,FURY ATTACK,38,SLACK OFF,41,WATERFALL,45,HORN DRILL,49,TAUNT,53,FLATTER,55,ICE FANG,59,AGILITY,64,MEGAHORN,68,REVENGE,,,,,,,,,,,,
259,CAPRISEA,1,TACKLE,1,HARDEN,6,WATER GUN,10,RAPID SPIN,15,RECOVER,19,CAMOUFLAGE,23,SWIFT,26,BUBBLEBEAM,30,MINIMIZE,33,PSYBEAM,33,LIGHT SCREEN,42,COSMIC POWER,46,HYDRO PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,
260,STARYU,1,TACKLE,1,HARDEN,6,WATER GUN,10,RAPID SPIN,15,RECOVER,19,CAMOUFLAGE,23,SWIFT,26,BUBBLEBEAM,30,MINIMIZE,33,PSYBEAM,33,LIGHT SCREEN,42,COSMIC POWER,46,HYDRO PUMP,50,PSYCHIC,,,,,,,,,,,,,,,,,,,,,,,,
261,STARMIE,1,TACKLE,1,HARDEN,6,WATER GUN,10,RAPID SPIN,15,RECOVER,19,CAMOUFLAGE,23,SWIFT,26,BUBBLEBEAM,30,MINIMIZE,33,PSYBEAM,33,LIGHT SCREEN,42,COSMIC POWER,46,HYDRO PUMP,50,PSYCHIC,56,TRI ATTACK,62,ICE BEAM,,,,,,,,,,,,,,,,,,,,
262,STARUS,1,TACKLE,1,HARDEN,6,WATER GUN,10,RAPID SPIN,15,RECOVER,19,CAMOUFLAGE,23,SWIFT,26,BUBBLEBEAM,30,MINIMIZE,33,PSYBEAM,33,LIGHT SCREEN,42,COSMIC POWER,46,HYDRO PUMP,50,PSYCHIC,56,TRI ATTACK,62,ICE BEAM,68,DESTINY BOND,,,,,,,,,,,,,,,,,,
263,STARWE,1,BARRIER,5,CONFUSION,8,SUBSTITUTE,12,MEDITATE,15,DOUBLESLAP,19,LIGHT SCREEN,19,REFLECT,22,MAGICAL LEAF,26,ENCORE,29,PSYBEAM,33,RECYCLE,36,TRICK,40,ROLE PLAY,43,PSYCHIC,47,BATON PASS,50,SAFEGUARD,,,,,,,,,,,,,,,,,,,,
264,MR. MIME,1,BARRIER,1,FAKE OUT,1,HELPING HAND,1,TICKLE,5,CONFUSION,8,SUBSTITUTE,12,MEDITATE,15,DOUBLESLAP,19,LIGHT SCREEN,19,REFLECT,22,MAGICAL LEAF,26,ENCORE,29,PSYBEAM,33,RECYCLE,36,TRICK,38,TAUNT,38,TEETER DANCE,40,ROLE PLAY,43,PSYCHIC,47,BATON PASS,50,SAFEGUARD,58,SKILL SWAP,60,SHADOW BALL,60,ICE BALL,60,WEATHER BALL,,
265,MR. JEST,1,BARRIER,1,FAKE OUT,1,HELPING HAND,1,TICKLE,5,CONFUSION,8,SUBSTITUTE,12,MEDITATE,15,DOUBLESLAP,19,LIGHT SCREEN,19,REFLECT,22,MAGICAL LEAF,26,ENCORE,29,PSYBEAM,33,RECYCLE,36,TRICK,38,TAUNT,38,TEETER DANCE,40,ROLE PLAY,43,PSYCHIC,47,BATON PASS,50,SAFEGUARD,58,SKILL SWAP,60,SHADOW BALL,60,ICE BALL,60,WEATHER BALL,70,MIMIC
266,MR. FOOL,1,LEER,1,QUICK ATTACK,6,FOCUS ENERGY,11,PURSUIT,16,FALSE SWIPE,21,AGILITY,26,WING ATTACK,31,SLASH,36,SWORDS DANCE,41,DOUBLE TEAM,44,X-SCISSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,SCYTHER,1,LEER,1,QUICK ATTACK,6,FOCUS ENERGY,11,PURSUIT,16,FALSE SWIPE,21,AGILITY,26,METAL CLAW,31,SLASH,36,SWORDS DANCE,41,IRON DEFENSE,44,X-SCISSOR,49,IRON HEAD,54,SWORDS DANCE,59,LEAF BLADE,63,SWORDS DANCE,,,,,,,,,,,,,,,,,,,,,,
268,SCIZOR,1,LEER,1,QUICK ATTACK,6,FOCUS ENERGY,11,PURSUIT,16,FALSE SWIPE,21,AGILITY,26,METAL CLAW,31,SLASH,36,SWORDS DANCE,41,IRON DEFENSE,41,IRON DEFENSE,44,X-SCISSOR,49,IRON HEAD,54,SWORDS DANCE,59,LEAF BLADE,63,SWORDS DANCE,,,,,,,,,,,,,,,,,,,,
269,RAZER,1,LEER,1,QUICK ATTACK,6,FOCUS ENERGY,11,PURSUIT,16,FALSE SWIPE,21,AGILITY,26,METAL CLAW,31,SLASH,36,SWORDS DANCE,41,IRON DEFENSE,41,IRON DEFENSE,44,X-SCISSOR,49,IRON HEAD,54,SWORDS DANCE,59,LEAF BLADE,63,SWORDS DANCE,70,CLOSE COMBAT,,,,,,,,,,,,,,,,,,
270,CLAYMOR,1,POUND,1,LICK,1,AMNESIA,1,LOVELY KISS,1,POWDER SNOW,9,LOVELY KISS,13,POWDER SNOW,21,DOUBLESLAP,25,AURORA BEAM,30,HAIL,35,MEAN LOOK,41,FAKE TEARS,45,NIGHT SHADE,51,BODY SLAM,57,PSYCHIC,60,HAZE,67,BLIZZARD,73,PERISH SONG,,,,,,,,,,,,,,,,
271,JYNX,1,POUND,1,LICK,1,AMNESIA,1,LOVELY KISS,1,POWDER SNOW,9,LOVELY KISS,13,POWDER SNOW,21,DOUBLESLAP,25,AURORA BEAM,30,HAIL,35,MEAN LOOK,41,FAKE TEARS,45,NIGHT SHADE,51,BODY SLAM,57,PSYCHIC,60,HAZE,67,BLIZZARD,73,PERISH SONG,,,,,,,,,,,,,,,,
272,JYNKIES,1,POUND,1,LICK,1,AMNESIA,1,LOVELY KISS,1,POWDER SNOW,9,LOVELY KISS,13,POWDER SNOW,21,DOUBLESLAP,25,AURORA BEAM,30,HAIL,35,MEAN LOOK,41,FAKE TEARS,45,NIGHT SHADE,51,BODY SLAM,57,PSYCHIC,60,HAZE,67,BLIZZARD,73,PERISH SONG,,,,,,,,,,,,,,,,
273,JEEPERS,1,THUNDERPUNCH,1,LEER,1,QUICK ATTACK,9,THUNDERPUNCH,17,LIGHT SCREEN,20,CHARGE,25,SWIFT,31,SCREECH,36,THUNDERBOLT,41,BRICK BREAK,55,THUNDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,ELECTABUZZ,1,THUNDERPUNCH,1,LEER,1,QUICK ATTACK,9,THUNDERPUNCH,17,LIGHT SCREEN,20,CHARGE,25,SWIFT,31,SCREECH,36,THUNDERBOLT,41,BRICK BREAK,55,THUNDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,ELECTIVIRE,1,THUNDERPUNCH,1,LEER,1,QUICK ATTACK,9,THUNDERPUNCH,17,LIGHT SCREEN,20,CHARGE,25,SWIFT,31,SCREECH,36,THUNDERBOLT,41,BRICK BREAK,48,WOOD HAMMER,55,THUNDER,59,FRENZY PLANT,65,EARTHQUAKE,,,,,,,,,,,,,,,,,,,,,,,,
276,ELECTIVINE,1,THUNDERPUNCH,1,LEER,1,QUICK ATTACK,9,THUNDERPUNCH,17,LIGHT SCREEN,20,CHARGE,25,SWIFT,31,SCREECH,36,THUNDERBOLT,41,BRICK BREAK,48,WOOD HAMMER,55,THUNDER,59,FRENZY PLANT,65,EARTHQUAKE,70,MIRROR COAT,,,,,,,,,,,,,,,,,,,,,,
277,ELECTIWIZZ,1,FIRE PUNCH,1,LEER,1,EMBER,1,SMOG,7,LEER,13,SMOG,19,FIRE PUNCH,25,SMOKESCREEN,33,SUNNY DAY,41,FLAMETHROWER,49,CONFUSE RAY,57,FIRE BLAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,MAGMAR,1,FIRE PUNCH,1,LEER,1,EMBER,1,SMOG,1,CURSE,7,LEER,13,SMOG,19,FIRE PUNCH,25,SMOKESCREEN,30,SUNNY DAY,33,FLAMETHROWER,35,FOUL PLAY,40,CONFUSE RAY,57,FIRE BLAST,70,ERUPTION,,,,,,,,,,,,,,,,,,,,,,
279,MAGMORTAR,1,FIRE PUNCH,1,LEER,1,EMBER,1,SMOG,1,CURSE,1,DESTINY BOND,7,LEER,13,SMOG,19,FIRE PUNCH,25,SMOKESCREEN,30,SUNNY DAY,33,FLAMETHROWER,35,FOUL PLAY,40,CONFUSE RAY,48,FLASH CANNON,57,FIRE BLAST,70,ERUPTION,,,,,,,,,,,,,,,,,,
280,MAGMORE,1,FIRE PUNCH,1,LEER,1,EMBER,1,SMOG,1,CURSE,1,DESTINY BOND,1,LOCK-ON,1,PURSUIT,7,LEER,13,SMOG,19,FIRE PUNCH,25,SMOKESCREEN,30,SUNNY DAY,33,FLAMETHROWER,35,FOUL PLAY,40,CONFUSE RAY,48,FLASH CANNON,57,FIRE BLAST,65,HYPER BEAM,70,ERUPTION,,,,,,,,,,,,
281,MAGMOLTEN,1,VICEGRIP,1,FOCUS ENERGY,7,BIND,13,SEISMIC TOSS,19,HARDEN,25,REVENGE,31,BRICK BREAK,37,GUILLOTINE,43,SUBMISSION,49,SWORDS DANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PINSIR,1,VICEGRIP,1,FOCUS ENERGY,7,BIND,13,SEISMIC TOSS,19,HARDEN,25,REVENGE,31,BRICK BREAK,37,GUILLOTINE,40,KNOCK OFF,43,METAL CLAW,45,SUBMISSION,49,SWORDS DANCE,51,BEAT UP,58,CRUSH CLAW,60,CRUNCH,62,BULK UP,64,X-SCISSOR,,,,,,,,,,,,,,,,,,
283,PINSIRIOR,1,VICEGRIP,1,FOCUS ENERGY,7,BIND,13,SEISMIC TOSS,19,HARDEN,25,REVENGE,31,BRICK BREAK,37,GUILLOTINE,40,KNOCK OFF,43,METAL CLAW,45,SUBMISSION,49,SWORDS DANCE,51,BEAT UP,58,CRUSH CLAW,60,CRUNCH,62,BULK UP,64,X-SCISSOR,,,,,,,,,,,,,,,,,,
284,ABYSSIR,1,TACKLE,1,TAIL WHIP,4,RAGE,8,HORN ATTACK,13,SCARY FACE,19,TAKE DOWN,23,PURSUIT,26,SWAGGER,30,HEADBUTT,34,THRASH,40,REST,46,ZEN HEADBUTT,54,DOUBLE TEAM,,,,,,,,,,,,,,,,,,,,,,,,,,
285,TAUROS,1,TACKLE,1,TAIL WHIP,4,RAGE,8,HORN ATTACK,13,SCARY FACE,19,TAKE DOWN,23,PURSUIT,26,SWAGGER,30,HEADBUTT,34,THRASH,40,REST,46,ZEN HEADBUTT,54,DOUBLE TEAM,,,,,,,,,,,,,,,,,,,,,,,,,,
286,TAUROX,1,TACKLE,1,TAIL WHIP,4,RAGE,8,HORN ATTACK,13,SCARY FACE,19,TAKE DOWN,23,PURSUIT,26,SWAGGER,30,HEADBUTT,34,THRASH,40,REST,46,ZEN HEADBUTT,54,DOUBLE TEAM,58,PHANTOMFORCE,62,SKULL BASH,65,MEGAHORN,,,,,,,,,,,,,,,,,,,,
287,OXENFREE,1,SPLASH,15,TACKLE,30,FLAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,MAGIKARP,1,THRASH,20,BITE,23,WATER PULSE,26,DRAGON RAGE,29,LEER,33,TWISTER,38,HYDRO PUMP,44,AIR SLASH,48,RAIN DANCE,52,DRAGON DANCE,55,HYPER BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,GYARADOS,1,THRASH,20,BITE,23,WATER PULSE,26,DRAGON RAGE,29,LEER,33,TWISTER,38,HYDRO PUMP,44,AIR SLASH,48,RAIN DANCE,52,DRAGON DANCE,55,HYPER BEAM,60,DRAGON PULSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,HYDRADOS,1,THRASH,20,BITE,23,WATER PULSE,26,DRAGON RAGE,29,LEER,33,TWISTER,38,HYDRO PUMP,44,AIR SLASH,48,RAIN DANCE,52,DRAGON DANCE,55,HYPER BEAM,60,DRAGON PULSE,66,EXTRASENSORY,,,,,,,,,,,,,,,,,,,,,,,,,,
291,DRACOSMIC,1,THRASH,20,BITE,23,WATER PULSE,26,DRAGON RAGE,29,LEER,33,TWISTER,38,HYDRO PUMP,44,AIR SLASH,48,RAIN DANCE,52,DRAGON DANCE,55,HYPER BEAM,60,DRAGON PULSE,66,EXTRASENSORY,75,WISH,80,COSMIC POWER,,,,,,,,,,,,,,,,,,,,,,
292,QUAZAR,1,GROWL,1,SING,1,WATER GUN,7,MIST,13,BODY SLAM,19,CONFUSE RAY,25,PERISH SONG,31,ICE BEAM,37,RAIN DANCE,40,AURORA BEAM,43,SAFEGUARD,49,SURF,55,SHEER COLD,58,HYDRO PUMP,62,UPROAR,65,MOONLIGHT,72,HYPER VOICE,,,,,,,,,,,,,,,,,,
293,LAPRAS,1,GROWL,1,SING,1,WATER GUN,7,MIST,13,BODY SLAM,19,CONFUSE RAY,25,PERISH SONG,31,ICE BEAM,37,RAIN DANCE,40,AURORA BEAM,43,SAFEGUARD,49,SURF,55,SHEER COLD,58,HYDRO PUMP,62,UPROAR,65,MOONLIGHT,72,HYPER VOICE,,,,,,,,,,,,,,,,,,
294,LOCHLASS,1,GROWL,1,SING,1,WATER GUN,7,MIST,13,BODY SLAM,19,CONFUSE RAY,25,PERISH SONG,31,ICE BEAM,37,RAIN DANCE,40,AURORA BEAM,43,SAFEGUARD,49,SURF,55,SHEER COLD,58,HYDRO PUMP,62,UPROAR,65,MOONLIGHT,72,HYPER VOICE,,,,,,,,,,,,,,,,,,
295,NESSEA,1,TRANSFORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,DITTO,1,TRANSFORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,MORPHO,1,TRANSFORM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,METAMORPHO,1,TACKLE,1,TAIL WHIP,1,HELPING HAND,8,SAND-ATTACK,16,GROWL,23,QUICK ATTACK,30,BITE,36,BATON PASS,42,TAKE DOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,EEVEE,1,TACKLE,1,TAIL WHIP,1,BATON PASS,1,RAIN DANCE,1,HELPING HAND,8,SAND-ATTACK,16,WATER GUN,23,QUICK ATTACK,30,BITE,36,AURORA BEAM,42,HAZE,47,ACID ARMOR,52,HYDRO PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,
300,VAPOREON,1,TACKLE,1,TAIL WHIP,1,BATON PASS,1,RAIN DANCE,1,HELPING HAND,8,SAND-ATTACK,16,WATER GUN,23,QUICK ATTACK,30,BITE,36,AURORA BEAM,42,HAZE,47,ACID ARMOR,52,HYDRO PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,
301,RIVEON,1,TACKLE,1,TAIL WHIP,1,BATON PASS,1,RAIN DANCE,1,HELPING HAND,8,SAND-ATTACK,16,WATER GUN,23,QUICK ATTACK,30,BITE,36,AURORA BEAM,42,HAZE,47,ACID ARMOR,52,HYDRO PUMP,55,WATERFALL,65,TRI ATTACK,,,,,,,,,,,,,,,,,,,,,,
302,BRINEON,1,TACKLE,1,TAIL WHIP,1,AGILITY,1,BATON PASS,1,HELPING HAND,8,SAND-ATTACK,16,THUNDERSHOCK,23,QUICK ATTACK,30,DOUBLE KICK,36,PIN MISSILE,42,THUNDER WAVE,47,AGILITY,52,THUNDER,,,,,,,,,,,,,,,,,,,,,,,,,,
303,JOLTEON,1,TACKLE,1,TAIL WHIP,1,AGILITY,1,BATON PASS,1,HELPING HAND,8,SAND-ATTACK,16,THUNDERSHOCK,23,QUICK ATTACK,30,DOUBLE KICK,36,PIN MISSILE,42,THUNDER WAVE,47,AGILITY,52,THUNDER,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PLASMEON,1,TACKLE,1,TAIL WHIP,1,AGILITY,1,BATON PASS,1,HELPING HAND,8,SAND-ATTACK,16,THUNDERSHOCK,23,QUICK ATTACK,30,DOUBLE KICK,36,PIN MISSILE,42,THUNDER WAVE,47,AGILITY,52,THUNDER,55,EXTREMESPEED,65,TRI ATTACK,,,,,,,,,,,,,,,,,,,,,,
305,GALVEON,1,TACKLE,1,TAIL WHIP,1,SMOKESCREEN,1,BATON PASS,1,HELPING HAND,8,SAND-ATTACK,16,EMBER,23,QUICK ATTACK,30,BITE,36,FIRE SPIN,42,SMOG,47,LEER,52,FLAMETHROWER,,,,,,,,,,,,,,,,,,,,,,,,,,
306,FLAREON,1,TACKLE,1,TAIL WHIP,1,SMOKESCREEN,1,BATON PASS,1,HELPING HAND,8,SAND-ATTACK,16,EMBER,23,QUICK ATTACK,30,BITE,36,FIRE SPIN,42,SMOG,47,LEER,52,FLAMETHROWER,,,,,,,,,,,,,,,,,,,,,,,,,,
307,SMOLDEON,1,TACKLE,1,TAIL WHIP,1,SMOKESCREEN,1,BATON PASS,1,HELPING HAND,8,SAND-ATTACK,16,EMBER,23,QUICK ATTACK,30,BITE,36,FIRE SPIN,42,SMOG,47,LEER,52,FLAMETHROWER,55,SHADOW BALL,65,TRI ATTACK,,,,,,,,,,,,,,,,,,,,,,
308,INFERNEON,1,TACKLE,1,CONVERSION,1,CONVERSION 2,9,AGILITY,12,PSYBEAM,20,RECOVER,24,SHARPEN,32,LOCK-ON,36,TRI ATTACK,44,RECYCLE,48,ZAP CANNON,52,PSYCHIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PORYGON,1,TACKLE,1,CONVERSION,1,CONVERSION 2,9,AGILITY,12,PSYBEAM,20,RECOVER,24,SHARPEN,32,LOCK-ON,36,TRI ATTACK,44,RECYCLE,48,ZAP CANNON,52,PSYCHIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PORYGON2,1,TACKLE,1,CONVERSION,1,CONVERSION 2,9,AGILITY,12,PSYBEAM,20,RECOVER,24,SHARPEN,32,LOCK-ON,36,TRI ATTACK,44,RECYCLE,48,ZAP CANNON,52,PSYCHIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PORYGON-Z,1,TACKLE,1,CONVERSION,1,CONVERSION 2,9,AGILITY,12,PSYBEAM,20,RECOVER,24,SHARPEN,32,LOCK-ON,36,TRI ATTACK,44,RECYCLE,48,ZAP CANNON,52,PSYCHIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
