TrainerID,TrainerClass,TrainerName,StructType,SlotNum,Pokemon,Level,Move1,Move2,Move3,Move4,MoveSource,Ability,HeldItem,IVs
738,ELITE FOUR,LANCE,3,2,DRAGONITE,66,HYPER BEAM,EARTHQUAKE,DRAGON CLAW,FLAMETHROWER,Custom,INNER FOCUS,None,255
738,ELITE FOUR,LANCE,3,3,KINGDRA,66,HYPER BEAM,DRAGON DANCE,SURF,ICE BEAM,Custom,SWIFT SWIM,None,255
738,ELITE FOUR,LANCE,3,4,AERODACTYL,70,HYPER BEAM,ANCIENTPOWER,AERIAL ACE,EARTHQUAKE,Custom,ROCK HEAD / PRESSURE,None,255
738,ELITE FOUR,LANCE,3,5,DRAGONITE,72,HYPER BEAM,OUTRAGE,THUNDERBOLT,ICE BEAM,Custom,INNER FOCUS,PERSIM BERRY,255
739,CHAMPION,TERRY,3,1,HERACROSS,72,MEGAHORN,EARTHQUAKE,COUNTER,ROCK TOMB,Custom,SWARM / GUTS,None,255
739,CHAMPION,TERRY,3,2,ALAKAZAM,73,PSYCHIC,SHADOW BALL,CALM MIND,REFLECT,Custom,SYNCHRONIZE / INNER FOCUS,None,255
739,CHAMPION,TERRY,3,3,TYRANITAR,72,CRUNCH,EARTHQUAKE,THUNDERBOLT,AERIAL ACE,Custom,SAND STREAM,None,255
739,CHAMPION,TERRY,3,4,ARCANINE,73,EXTREMESPEED,OVERHEAT,AERIAL ACE,IRON TAIL,Custom,INTIMIDATE / FLASH FIRE,None,255
739,CHAMPION,TERRY,3,5,EXEGGUTOR,73,GIGA DRAIN,PSYCHIC,SLEEP POWDER,LIGHT SCREEN,Custom,CHLOROPHYLL,None,255
739,CHAMPION,TERRY,3,6,BLASTOISE,75,HYDRO PUMP,ICE BEAM,EARTHQUAKE,RAIN DANCE,Custom,TORRENT,SITRUS BERRY,255
740,CHAMPION,TERRY,3,1,HERACROSS,72,MEGAHORN,EARTHQUAKE,COUNTER,ROCK TOMB,Custom,SWARM / GUTS,None,255
740,CHAMPION,TERRY,3,2,ALAKAZAM,73,PSYCHIC,SHADOW BALL,CALM MIND,REFLECT,Custom,SYNCHRONIZE / INNER FOCUS,None,255
740,CHAMPION,TERRY,3,3,TYRANITAR,72,CRUNCH,EARTHQUAKE,THUNDERBOLT,AERIAL ACE,Custom,SAND STREAM,None,255
740,CHAMPION,TERRY,3,4,GYARADOS,73,HYDRO PUMP,DRAGON DANCE,EARTHQUAKE,HYPER BEAM,Custom,INTIMIDATE / TORRENT,None,255
740,CHAMPION,TERRY,3,5,ARCANINE,73,EXTREMESPEED,OVERHEAT,AERIAL ACE,IRON TAIL,Custom,INTIMIDATE / FLASH FIRE,None,255
740,CHAMPION,TERRY,3,6,VENUSAUR,75,SOLARBEAM,SLUDGE BOMB,EARTHQUAKE,SUNNY DAY,Custom,OVERGROW,SITRUS BERRY,255
741,CHAMPION,TERRY,3,1,HERACROSS,72,MEGAHORN,EARTHQUAKE,COUNTER,ROCK TOMB,Custom,SWARM / GUTS,None,255
741,CHAMPION,TERRY,3,2,ALAKAZAM,73,PSYCHIC,SHADOW BALL,CALM MIND,REFLECT,Custom,SYNCHRONIZE / INNER FOCUS,None,255
741,CHAMPION,TERRY,3,3,TYRANITAR,72,CRUNCH,EARTHQUAKE,THUNDERBOLT,AERIAL ACE,Custom,SAND STREAM,None,255
741,CHAMPION,TERRY,3,4,EXEGGUTOR,73,GIGA DRAIN,PSYCHIC,SLEEP POWDER,LIGHT SCREEN,Custom,CHLOROPHYLL,None,255
741,CHAMPION,TERRY,3,5,GYARADOS,73,HYDRO PUMP,DRAGON DANCE,EARTHQUAKE,HYPER BEAM,Custom,INTIMIDATE / TORRENT,None,255
741,CHAMPION,TERRY,3,6,CHARIZARD,75,FIRE BLAST,DRAGON CLAW,AERIAL ACE,EARTHQUAKE,Custom,BLAZE,SITRUS BERRY,255
742,ALL,PAXTON,0,1,WEEZING,39,SLUDGE,SMOKESCREEN,HAZE,TRI ATTACK,Level-up,LEVITATE,None,50
742,ALL,PAXTON,0,2,MUK,39,ACID ARMOR,STOCKPILE,SLUDGE BOMB,PAIN SPLIT,Level-up,STENCH / STICKY HOLD,None,50
